id_acteur,nom,prenom,parti,debut,nom_parti
PA722390,Corneloup,Josiane,PO710396,2017-12-01,Les Républicains
PA722390,Corneloup,Josiane,PO710396,2024-12-04,Les Républicains
PA719412,Le Feur,Sandrine,PO761294,2018-12-01,La République en Marche
PA719412,Le Feur,Sandrine,PO806430,2022-12-02,Ensemble
PA719412,Le Feur,Sandrine,PO744854,2017-12-01,En marche !
PA719412,Le Feur,Sandrine,PO833003,2025-12-03,Ensemble ! (majorité présidentielle)
PA719412,Le Feur,Sandrine,PO833003,2024-12-04,Ensemble ! (majorité présidentielle)
PA841199,Perez,Thierry,PO761239,2025-12-03,Rassemblement national
PA841199,Perez,Thierry,PO761239,2024-12-04,Rassemblement national
PA757225,Seo,Mikaele,PO833003,2024-12-04,Ensemble ! (majorité présidentielle)
PA757225,Seo,Mikaele,PO833003,2025-12-03,Ensemble ! (majorité présidentielle)
PA757225,Seo,Mikaele,PO806430,2022-12-02,Ensemble
PA794582,Pfeffer,Kévin,PO761239,2025-12-03,Rassemblement national
PA794582,Pfeffer,Kévin,PO761239,2022-12-02,Rassemblement national
PA794582,Pfeffer,Kévin,PO761239,2024-12-04,Rassemblement national
PA719640,Mette,Sophie,PO684938,2017-12-01,Mouvement Démocrate
PA719640,Mette,Sophie,PO806430,2022-12-02,Ensemble
PA719640,Mette,Sophie,PO833003,2025-12-03,Ensemble ! (majorité présidentielle)
PA719640,Mette,Sophie,PO833003,2024-12-04,Ensemble ! (majorité présidentielle)
PA721568,Person,Pierre,PO744854,2017-12-01,En marche !
PA721568,Person,Pierre,PO761294,2018-12-01,La République en Marche
PA793816,Thomin,Mélanie,PO684932,2025-12-03,Parti socialiste
PA793816,Thomin,Mélanie,PO684932,2022-12-02,Parti socialiste
PA793816,Thomin,Mélanie,PO684932,2024-12-04,Parti socialiste
PA719464,Nadot,Sébastien,PO744854,2017-12-01,En marche !
PA719464,Nadot,Sébastien,PO761294,2018-12-01,La République en Marche
PA719464,Nadot,Sébastien,PO744858,2019-12-01,Régions et peuples solidaires
PA331835,Iborra,Monique,PO684932,2012-12-01,Parti socialiste
PA331835,Iborra,Monique,PO705103,2016-12-01,Non rattaché(s)
PA331835,Iborra,Monique,PO744854,2017-12-01,En marche !
PA331835,Iborra,Monique,PO761294,2018-12-01,La République en Marche
PA331835,Iborra,Monique,PO806430,2022-12-02,Ensemble
PA721062,Ratenon,Jean-Hugues,PO806442,2024-12-04,Rézistan's Égalité 974
PA721062,Ratenon,Jean-Hugues,PO806442,2022-12-02,Rézistan's Égalité 974
PA721062,Ratenon,Jean-Hugues,PO806442,2025-12-03,Rézistan's Égalité 974
PA721062,Ratenon,Jean-Hugues,PO744856,2017-12-01,La France Insoumise
PA2492,Quentin,Didier,PO684942,2012-12-01,Union pour un Mouvement Populaire
PA2492,Quentin,Didier,PO710396,2015-12-01,Les Républicains
PA2492,Quentin,Didier,PO710396,2017-12-01,Les Républicains
PA793940,Cazenave,Thomas,PO806430,2022-12-02,Ensemble
PA793940,Cazenave,Thomas,PO833003,2024-12-04,Ensemble ! (majorité présidentielle)
PA793940,Cazenave,Thomas,PO833003,2025-12-03,Ensemble ! (majorité présidentielle)
PA793560,Babault,Anne-Laure,PO806430,2022-12-02,Ensemble
PA722240,Venteau,Pierre,PO761294,2019-12-01,La République en Marche
PA721336,Brocard,Blandine,PO761294,2018-12-01,La République en Marche
PA721336,Brocard,Blandine,PO806430,2022-12-02,Ensemble
PA721336,Brocard,Blandine,PO833003,2025-12-03,Ensemble ! (majorité présidentielle)
PA721336,Brocard,Blandine,PO833003,2024-12-04,Ensemble ! (majorité présidentielle)
PA721336,Brocard,Blandine,PO684938,2020-12-01,Mouvement Démocrate
PA721336,Brocard,Blandine,PO744854,2017-12-01,En marche !
PA608264,Capdevielle,Colette,PO684932,2012-12-01,Parti socialiste
PA608264,Capdevielle,Colette,PO684932,2024-12-04,Parti socialiste
PA608264,Capdevielle,Colette,PO684932,2025-12-03,Parti socialiste
PA794946,Villedieu,Antoine,PO761239,2024-12-04,Rassemblement national
PA794946,Villedieu,Antoine,PO761239,2025-12-03,Rassemblement national
PA794946,Villedieu,Antoine,PO761239,2022-12-02,Rassemblement national
PA267901,Kamardine,Mansour,PO710396,2017-12-01,Les Républicains
PA267901,Kamardine,Mansour,PO710396,2022-12-02,Les Républicains
PA718720,Dufrègne,Jean-Paul,PO684926,2017-12-01,Parti communiste français
PA719146,Acquaviva,Jean-Félix,PO744858,2022-12-02,Régions et peuples solidaires
PA719146,Acquaviva,Jean-Félix,PO744858,2017-12-01,Régions et peuples solidaires
PA606712,Lurton,Gilles,PO710396,2015-12-01,Les Républicains
PA606712,Lurton,Gilles,PO684942,2012-12-01,Union pour un Mouvement Populaire
PA606712,Lurton,Gilles,PO710396,2017-12-01,Les Républicains
PA817211,Pilato,René,PO744856,2023-12-01,La France Insoumise
PA817211,Pilato,René,PO744856,2024-12-04,La France Insoumise
PA817211,Pilato,René,PO744856,2025-12-03,La France Insoumise
PA793520,Cosson,Mickaël,PO833003,2024-12-04,Ensemble ! (majorité présidentielle)
PA793520,Cosson,Mickaël,PO806430,2022-12-02,Ensemble
PA793520,Cosson,Mickaël,PO833003,2025-12-03,Ensemble ! (majorité présidentielle)
PA795836,Cabrolier,Frédéric,PO761239,2022-12-02,Rassemblement national
PA793254,Rancoule,Julien,PO761239,2024-12-04,Rassemblement national
PA793254,Rancoule,Julien,PO761239,2025-12-03,Rassemblement national
PA793254,Rancoule,Julien,PO761239,2022-12-02,Rassemblement national
PA793110,Walter,Léo,PO744856,2022-12-02,La France Insoumise
PA720334,Pahun,Jimmy,PO806430,2022-12-02,Ensemble
PA720334,Pahun,Jimmy,PO684938,2017-12-01,Mouvement Démocrate
PA720334,Pahun,Jimmy,PO833003,2025-12-03,Ensemble ! (majorité présidentielle)
PA720334,Pahun,Jimmy,PO833003,2024-12-04,Ensemble ! (majorité présidentielle)
PA689,Buffet,Marie-George,PO684926,2017-12-01,Parti communiste français
PA689,Buffet,Marie-George,PO684926,2012-12-01,Parti communiste français
PA793772,Bex,Christophe,PO744856,2025-12-03,La France Insoumise
PA793772,Bex,Christophe,PO744856,2022-12-02,La France Insoumise
PA793772,Bex,Christophe,PO744856,2024-12-04,La France Insoumise
PA642725,Liégeon,Eric,PO710396,2025-12-03,Les Républicains
PA642725,Liégeon,Eric,PO710396,2024-12-04,Les Républicains
PA794938,Boumertit,Idir,PO744856,2024-12-04,La France Insoumise
PA794938,Boumertit,Idir,PO744856,2025-12-03,La France Insoumise
PA794938,Boumertit,Idir,PO744856,2022-12-02,La France Insoumise
PA720560,Goulet,Perrine,PO833003,2024-12-04,Ensemble ! (majorité présidentielle)
PA720560,Goulet,Perrine,PO744854,2017-12-01,En marche !
PA720560,Goulet,Perrine,PO684938,2020-12-01,Mouvement Démocrate
PA720560,Goulet,Perrine,PO761294,2018-12-01,La République en Marche
PA720560,Goulet,Perrine,PO833003,2025-12-03,Ensemble ! (majorité présidentielle)
PA720560,Goulet,Perrine,PO806430,2022-12-02,Ensemble
PA794004,Hugues,Servane,PO806430,2022-12-02,Ensemble
PA720746,Waserman,Sylvain,PO684938,2017-12-01,Mouvement Démocrate
PA642847,Bazin,Thibault,PO710396,2017-12-01,Les Républicains
PA642847,Bazin,Thibault,PO710396,2024-12-04,Les Républicains
PA642847,Bazin,Thibault,PO710396,2025-12-03,Les Républicains
PA642847,Bazin,Thibault,PO710396,2022-12-02,Les Républicains
PA793238,Barthès,Christophe,PO761239,2024-12-04,Rassemblement national
PA793238,Barthès,Christophe,PO761239,2022-12-02,Rassemblement national
PA793238,Barthès,Christophe,PO761239,2025-12-03,Rassemblement national
PA794270,Pic,Anna,PO684932,2025-12-03,Parti socialiste
PA794270,Pic,Anna,PO684932,2024-12-04,Parti socialiste
PA794270,Pic,Anna,PO684932,2022-12-02,Parti socialiste
PA2796,Teissier,Guy,PO710396,2017-12-01,Les Républicains
PA2796,Teissier,Guy,PO684942,2012-12-01,Union pour un Mouvement Populaire
PA2796,Teissier,Guy,PO710396,2015-12-01,Les Républicains
PA608292,Dubié,Jeanine,PO684934,2012-12-01,Parti radical de gauche
PA608292,Dubié,Jeanine,PO684934,2017-12-01,Parti radical de gauche
PA794194,Desjonquères,Mathilde,PO806430,2022-12-02,Ensemble
PA840665,Allemand,Marie-José,PO684932,2025-12-03,Parti socialiste
PA840665,Allemand,Marie-José,PO684932,2024-12-04,Parti socialiste
PA720326,Hammouche,Brahim,PO684938,2017-12-01,Mouvement Démocrate
PA795156,Keloua Hachi,Fatiha,PO684932,2025-12-03,Parti socialiste
PA795156,Keloua Hachi,Fatiha,PO684932,2022-12-02,Parti socialiste
PA795156,Keloua Hachi,Fatiha,PO684932,2024-12-04,Parti socialiste
PA793094,Ray,Nicolas,PO710396,2024-12-04,Les Républicains
PA793094,Ray,Nicolas,PO710396,2025-12-03,Les Républicains
PA793094,Ray,Nicolas,PO710396,2022-12-02,Les Républicains
PA223837,Brochand,Bernard,PO710396,2017-12-01,Les Républicains
PA223837,Brochand,Bernard,PO684942,2012-12-01,Union pour un Mouvement Populaire
PA223837,Brochand,Bernard,PO710396,2015-12-01,Les Républicains
PA795722,Olive,Karl,PO806430,2022-12-02,Ensemble
PA795722,Olive,Karl,PO833003,2024-12-04,Ensemble ! (majorité présidentielle)
PA795722,Olive,Karl,PO833003,2025-12-03,Ensemble ! (majorité présidentielle)
PA719488,Berta,Philippe,PO806430,2022-12-02,Ensemble
PA719488,Berta,Philippe,PO684938,2017-12-01,Mouvement Démocrate
PA720246,Templier,Sylvain,PO761294,2020-12-01,La République en Marche
PA643103,Ferrara,Jean-Jacques,PO710396,2017-12-01,Les Républicains
PA719558,Balanant,Erwan,PO684938,2017-12-01,Mouvement Démocrate
PA719558,Balanant,Erwan,PO833003,2024-12-04,Ensemble ! (majorité présidentielle)
PA719558,Balanant,Erwan,PO833003,2025-12-03,Ensemble ! (majorité présidentielle)
PA719558,Balanant,Erwan,PO806430,2022-12-02,Ensemble
PA643048,Lanlo,Virginie,PO806430,2023-12-01,Ensemble
PA340853,Leclerc,Sébastien,PO710396,2017-12-01,Les Républicains
PA267378,Levy,Geneviève,PO710396,2017-12-01,Les Républicains
PA267378,Levy,Geneviève,PO684942,2012-12-01,Union pour un Mouvement Populaire
PA267378,Levy,Geneviève,PO710396,2015-12-01,Les Républicains
PA720924,Elimas,Nathalie,PO684938,2017-12-01,Mouvement Démocrate
PA718780,Trastour-Isnart,Laurence,PO710396,2017-12-01,Les Républicains
PA774960,Santiago,Isabelle,PO684932,2022-12-02,Parti socialiste
PA774960,Santiago,Isabelle,PO684932,2020-12-01,Parti socialiste
PA774960,Santiago,Isabelle,PO684932,2025-12-03,Parti socialiste
PA774960,Santiago,Isabelle,PO684932,2024-12-04,Parti socialiste
PA794038,Neuder,Yannick,PO710396,2025-12-03,Les Républicains
PA794038,Neuder,Yannick,PO710396,2022-12-02,Les Républicains
PA794038,Neuder,Yannick,PO710396,2024-12-04,Les Républicains
PA721012,Kéclard-Mondésir,Manuéla,PO684926,2018-12-01,Parti communiste français
PA793912,Carrière,Sylvain,PO744856,2025-12-03,La France Insoumise
PA793912,Carrière,Sylvain,PO744856,2022-12-02,La France Insoumise
PA793912,Carrière,Sylvain,PO744856,2024-12-04,La France Insoumise
PA346218,Masson,Jean-Louis,PO710396,2017-12-01,Les Républicains
PA642935,Becht,Olivier,PO833003,2025-12-03,Ensemble ! (majorité présidentielle)
PA642935,Becht,Olivier,PO744864,2017-12-01,"Union des démocrates, radicaux et libéraux"
PA642935,Becht,Olivier,PO684938,2019-12-01,Mouvement Démocrate
PA642935,Becht,Olivier,PO833003,2024-12-04,Ensemble ! (majorité présidentielle)
PA841833,Guerin,David,PO852528,2024-12-04,Horizons
PA332747,de Rugy,François,PO684936,2012-12-01,Europe Écologie Les Verts
PA332747,de Rugy,François,PO761294,2019-12-01,La République en Marche
PA332747,de Rugy,François,PO744854,2017-12-01,En marche !
PA332747,de Rugy,François,PO684932,2015-12-01,Parti socialiste
PA368,Barnier,Michel,PO710396,2025-12-03,Les Républicains
PA721418,Mignola,Patrick,PO684938,2017-12-01,Mouvement Démocrate
PA794778,Regol,Sandra,PO684936,2022-12-02,Europe Écologie Les Verts
PA794778,Regol,Sandra,PO852530,2025-12-03,Les Écologistes - EELV
PA794778,Regol,Sandra,PO852530,2024-12-04,Les Écologistes - EELV
PA719866,Abadie,Caroline,PO806430,2022-12-02,Ensemble
PA719866,Abadie,Caroline,PO744854,2017-12-01,En marche !
PA719866,Abadie,Caroline,PO761294,2018-12-01,La République en Marche
PA719060,Jerretie,Christophe,PO761294,2018-12-01,La République en Marche
PA719060,Jerretie,Christophe,PO744854,2017-12-01,En marche !
PA719060,Jerretie,Christophe,PO684938,2020-12-01,Mouvement Démocrate
PA337633,Girardin,Annick,PO685813,2012-12-01,Cap sur l'avenir
PA642695,Bothorel,Éric,PO833003,2024-12-04,Ensemble ! (majorité présidentielle)
PA642695,Bothorel,Éric,PO761294,2018-12-01,La République en Marche
PA642695,Bothorel,Éric,PO806430,2022-12-02,Ensemble
PA642695,Bothorel,Éric,PO833003,2025-12-03,Ensemble ! (majorité présidentielle)
PA642695,Bothorel,Éric,PO744854,2017-12-01,En marche !
PA719350,Tamarelle-Verhaeghe,Marie,PO761294,2018-12-01,La République en Marche
PA719350,Tamarelle-Verhaeghe,Marie,PO744854,2017-12-01,En marche !
PA719756,Le Nabour,Christine,PO833003,2025-12-03,Ensemble ! (majorité présidentielle)
PA719756,Le Nabour,Christine,PO833003,2024-12-04,Ensemble ! (majorité présidentielle)
PA719756,Le Nabour,Christine,PO744854,2017-12-01,En marche !
PA719756,Le Nabour,Christine,PO806430,2022-12-02,Ensemble
PA719756,Le Nabour,Christine,PO761294,2018-12-01,La République en Marche
PA719108,Gérard,Raphaël,PO761294,2018-12-01,La République en Marche
PA719108,Gérard,Raphaël,PO744854,2017-12-01,En marche !
PA719108,Gérard,Raphaël,PO806430,2022-12-02,Ensemble
PA774962,Lebon,Karine,PO684926,2020-12-01,Parti communiste français
PA774962,Lebon,Karine,PO686029,2022-12-02,Pour la Réunion
PA774962,Lebon,Karine,PO686029,2025-12-03,Pour la Réunion
PA774962,Lebon,Karine,PO686029,2024-12-04,Pour la Réunion
PA720170,Grandjean,Carole,PO761294,2018-12-01,La République en Marche
PA720170,Grandjean,Carole,PO744854,2017-12-01,En marche !
PA720480,Parmentier-Lecocq,Charlotte,PO761294,2018-12-01,La République en Marche
PA720480,Parmentier-Lecocq,Charlotte,PO744854,2017-12-01,En marche !
PA720480,Parmentier-Lecocq,Charlotte,PO806430,2022-12-02,Ensemble
PA719388,Le Meur,Annaïg,PO761294,2018-12-01,La République en Marche
PA719388,Le Meur,Annaïg,PO806430,2022-12-02,Ensemble
PA719388,Le Meur,Annaïg,PO744854,2017-12-01,En marche !
PA719388,Le Meur,Annaïg,PO833003,2025-12-03,Ensemble ! (majorité présidentielle)
PA719388,Le Meur,Annaïg,PO833003,2024-12-04,Ensemble ! (majorité présidentielle)
PA841955,Renault,Matthias,PO761239,2025-12-03,Rassemblement national
PA841955,Renault,Matthias,PO761239,2024-12-04,Rassemblement national
PA841223,Lahais,Tristan,PO852530,2024-12-04,Les Écologistes - EELV
PA841223,Lahais,Tristan,PO852530,2025-12-03,Les Écologistes - EELV
PA267561,Barèges,Brigitte,PO852532,2024-12-04,UDR - Union des Droites pour la République
PA721624,Avia,Laetitia,PO744854,2017-12-01,En marche !
PA721624,Avia,Laetitia,PO761294,2018-12-01,La République en Marche
PA721024,Genetet,Anne,PO744854,2017-12-01,En marche !
PA721024,Genetet,Anne,PO761294,2018-12-01,La République en Marche
PA721024,Genetet,Anne,PO806430,2022-12-02,Ensemble
PA721024,Genetet,Anne,PO833003,2025-12-03,Ensemble ! (majorité présidentielle)
PA606639,Vignal,Patrick,PO684932,2012-12-01,Parti socialiste
PA606639,Vignal,Patrick,PO744854,2017-12-01,En marche !
PA606639,Vignal,Patrick,PO761294,2018-12-01,La République en Marche
PA606639,Vignal,Patrick,PO806430,2022-12-02,Ensemble
PA842155,Diouara,Aly,PO744856,2024-12-04,La France Insoumise
PA842155,Diouara,Aly,PO744856,2025-12-03,La France Insoumise
PA842037,Cernon,Bérenger,PO744856,2025-12-03,La France Insoumise
PA842037,Cernon,Bérenger,PO744856,2024-12-04,La France Insoumise
PA795350,Valletoux,Frédéric,PO852528,2025-12-03,Horizons
PA795350,Valletoux,Frédéric,PO806430,2022-12-02,Ensemble
PA795350,Valletoux,Frédéric,PO852528,2024-12-04,Horizons
PA793174,Monnet,Yannick,PO684926,2024-12-04,Parti communiste français
PA793174,Monnet,Yannick,PO684926,2025-12-03,Parti communiste français
PA793174,Monnet,Yannick,PO684926,2022-12-02,Parti communiste français
PA720520,Cattelot,Anne-Laure,PO761294,2018-12-01,La République en Marche
PA720520,Cattelot,Anne-Laure,PO744854,2017-12-01,En marche !
PA840967,Lioret,René,PO761239,2024-12-04,Rassemblement national
PA840967,Lioret,René,PO761239,2025-12-03,Rassemblement national
PA336439,Clément,Jean-Michel,PO744858,2020-12-01,Régions et peuples solidaires
PA336439,Clément,Jean-Michel,PO744854,2017-12-01,En marche !
PA336439,Clément,Jean-Michel,PO684932,2012-12-01,Parti socialiste
PA336439,Clément,Jean-Michel,PO684932,2018-12-01,Parti socialiste
PA336439,Clément,Jean-Michel,PO684932,2019-12-01,Parti socialiste
PA721710,Peyron,Michèle,PO744854,2017-12-01,En marche !
PA721710,Peyron,Michèle,PO806430,2022-12-02,Ensemble
PA721710,Peyron,Michèle,PO761294,2018-12-01,La République en Marche
PA720916,Lazaar,Fiona,PO744854,2017-12-01,En marche !
PA720916,Lazaar,Fiona,PO761294,2018-12-01,La République en Marche
PA720916,Lazaar,Fiona,PO761294,2021-12-01,La République en Marche
PA720916,Lazaar,Fiona,PO684936,2020-12-01,Europe Écologie Les Verts
PA720342,Le Peih,Nicole,PO806430,2022-12-02,Ensemble
PA720342,Le Peih,Nicole,PO833003,2025-12-03,Ensemble ! (majorité présidentielle)
PA720342,Le Peih,Nicole,PO744854,2017-12-01,En marche !
PA720342,Le Peih,Nicole,PO761294,2018-12-01,La République en Marche
PA720342,Le Peih,Nicole,PO833003,2024-12-04,Ensemble ! (majorité présidentielle)
PA720362,Belhaddad,Belkhir,PO761294,2018-12-01,La République en Marche
PA720362,Belhaddad,Belkhir,PO806430,2022-12-02,Ensemble
PA720362,Belhaddad,Belkhir,PO833003,2024-12-04,Ensemble ! (majorité présidentielle)
PA720362,Belhaddad,Belkhir,PO744854,2017-12-01,En marche !
PA720362,Belhaddad,Belkhir,PO684932,2025-12-03,Parti socialiste
PA606675,André,François,PO761294,2018-12-01,La République en Marche
PA606675,André,François,PO744854,2017-12-01,En marche !
PA606675,André,François,PO684932,2012-12-01,Parti socialiste
PA609332,Faure,Olivier,PO684932,2024-12-04,Parti socialiste
PA609332,Faure,Olivier,PO684932,2012-12-01,Parti socialiste
PA609332,Faure,Olivier,PO684932,2017-12-01,Parti socialiste
PA609332,Faure,Olivier,PO684932,2025-12-03,Parti socialiste
PA609332,Faure,Olivier,PO684932,2022-12-02,Parti socialiste
PA722162,Turquois,Nicolas,PO684938,2017-12-01,Mouvement Démocrate
PA722162,Turquois,Nicolas,PO833003,2025-12-03,Ensemble ! (majorité présidentielle)
PA722162,Turquois,Nicolas,PO833003,2024-12-04,Ensemble ! (majorité présidentielle)
PA722162,Turquois,Nicolas,PO806430,2022-12-02,Ensemble
PA693008,Polutele,Napole,PO744864,2017-12-01,"Union des démocrates, radicaux et libéraux"
PA693008,Polutele,Napole,PO684932,2013-12-01,Parti socialiste
PA793688,Martin,Pascale,PO744856,2022-12-02,La France Insoumise
PA1206,Dupont-Aignan,Nicolas,PO710611,2022-12-02,Debout la France
PA1206,Dupont-Aignan,Nicolas,PO710611,2017-12-01,Debout la France
PA1206,Dupont-Aignan,Nicolas,PO685817,2012-12-01,Debout la République
PA1206,Dupont-Aignan,Nicolas,PO710611,2015-12-01,Debout la France
PA508,Biémouret,Gisèle,PO684932,2012-12-01,Parti socialiste
PA508,Biémouret,Gisèle,PO684932,2017-12-01,Parti socialiste
PA840983,Lenoir,Bartolomé,PO852532,2024-12-04,UDR - Union des Droites pour la République
PA840983,Lenoir,Bartolomé,PO852532,2025-12-03,UDR - Union des Droites pour la République
PA719740,Colas-Roy,Jean-Charles,PO744854,2017-12-01,En marche !
PA719740,Colas-Roy,Jean-Charles,PO761294,2018-12-01,La République en Marche
PA720174,Guillemard,Philippe,PO806430,2022-12-02,Ensemble
PA793608,Levavasseur,Katiana,PO761239,2025-12-03,Rassemblement national
PA793608,Levavasseur,Katiana,PO761239,2024-12-04,Rassemblement national
PA793608,Levavasseur,Katiana,PO761239,2022-12-02,Rassemblement national
PA719456,Mörch,Sandrine,PO744854,2017-12-01,En marche !
PA719456,Mörch,Sandrine,PO761294,2018-12-01,La République en Marche
PA719608,Ménard,Emmanuelle,PO746314,2023-12-01,Non déclaré(s)
PA719608,Ménard,Emmanuelle,PO684946,2017-12-01,Front National
PA719608,Ménard,Emmanuelle,PO761239,2018-12-01,Rassemblement national
PA841479,Weber,Frédéric,PO761239,2025-12-03,Rassemblement national
PA841479,Weber,Frédéric,PO761239,2024-12-04,Rassemblement national
PA840955,Pribetich,Pierre,PO684932,2025-12-03,Parti socialiste
PA840955,Pribetich,Pierre,PO684932,2024-12-04,Parti socialiste
PA607595,Pellois,Hervé,PO684932,2014-12-01,Parti socialiste
PA607595,Pellois,Hervé,PO744854,2017-12-01,En marche !
PA607595,Pellois,Hervé,PO761294,2018-12-01,La République en Marche
PA842195,Eskenazi,Romain,PO684932,2024-12-04,Parti socialiste
PA842195,Eskenazi,Romain,PO684932,2025-12-03,Parti socialiste
PA719798,Labaronne,Daniel,PO761294,2018-12-01,La République en Marche
PA719798,Labaronne,Daniel,PO833003,2024-12-04,Ensemble ! (majorité présidentielle)
PA719798,Labaronne,Daniel,PO744854,2017-12-01,En marche !
PA719798,Labaronne,Daniel,PO833003,2025-12-03,Ensemble ! (majorité présidentielle)
PA719798,Labaronne,Daniel,PO806430,2022-12-02,Ensemble
PA345722,Le Grip,Constance,PO833003,2025-12-03,Ensemble ! (majorité présidentielle)
PA345722,Le Grip,Constance,PO806430,2022-12-02,Ensemble
PA345722,Le Grip,Constance,PO833003,2024-12-04,Ensemble ! (majorité présidentielle)
PA345722,Le Grip,Constance,PO710396,2017-12-01,Les Républicains
PA795982,Saintoul,Aurélien,PO744856,2024-12-04,La France Insoumise
PA795982,Saintoul,Aurélien,PO744856,2022-12-02,La France Insoumise
PA795982,Saintoul,Aurélien,PO744856,2025-12-03,La France Insoumise
PA841451,Guibert,Julien,PO761239,2025-12-03,Rassemblement national
PA841451,Guibert,Julien,PO761239,2024-12-04,Rassemblement national
PA346876,Solère,Thierry,PO710396,2015-12-01,Les Républicains
PA346876,Solère,Thierry,PO761294,2018-12-01,La République en Marche
PA346876,Solère,Thierry,PO684942,2012-12-01,Union pour un Mouvement Populaire
PA346876,Solère,Thierry,PO744854,2017-12-01,En marche !
PA795540,Grenon,Daniel,PO761239,2022-12-02,Rassemblement national
PA795540,Grenon,Daniel,PO710611,2025-12-03,Debout la France
PA795540,Grenon,Daniel,PO710611,2024-12-04,Debout la France
PA719294,Clapot,Mireille,PO744854,2017-12-01,En marche !
PA719294,Clapot,Mireille,PO806430,2022-12-02,Ensemble
PA719294,Clapot,Mireille,PO761294,2018-12-01,La République en Marche
PA718926,Dharréville,Pierre,PO684926,2017-12-01,Parti communiste français
PA718926,Dharréville,Pierre,PO684926,2022-12-02,Parti communiste français
PA841931,Mazaury,Laurent,PO806444,2025-12-03,"Union des démocrates européens, centristes et indépendants"
PA841931,Mazaury,Laurent,PO806444,2024-12-04,"Union des démocrates européens, centristes et indépendants"
PA1874,Le Fur,Marc,PO684942,2012-12-01,Union pour un Mouvement Populaire
PA1874,Le Fur,Marc,PO710396,2015-12-01,Les Républicains
PA1874,Le Fur,Marc,PO710396,2022-12-02,Les Républicains
PA1874,Le Fur,Marc,PO710396,2017-12-01,Les Républicains
PA841215,Mesmeur,Marie,PO744856,2024-12-04,La France Insoumise
PA841215,Mesmeur,Marie,PO744856,2025-12-03,La France Insoumise
PA720230,Magnier,Lise,PO684938,2019-12-01,Mouvement Démocrate
PA720230,Magnier,Lise,PO852528,2025-12-03,Horizons
PA720230,Magnier,Lise,PO806430,2022-12-02,Ensemble
PA720230,Magnier,Lise,PO744864,2017-12-01,"Union des démocrates, radicaux et libéraux"
PA720230,Magnier,Lise,PO852528,2024-12-04,Horizons
PA720684,Dumont,Pierre-Henri,PO710396,2017-12-01,Les Républicains
PA720684,Dumont,Pierre-Henri,PO710396,2022-12-02,Les Républicains
PA720074,Janvier,Caroline,PO806430,2022-12-02,Ensemble
PA720074,Janvier,Caroline,PO761294,2018-12-01,La République en Marche
PA720074,Janvier,Caroline,PO744854,2017-12-01,En marche !
PA841017,Huwart,Harold,PO744858,2025-12-03,Régions et peuples solidaires
PA841017,Huwart,Harold,PO744858,2024-12-04,Régions et peuples solidaires
PA721372,Pichereau,Damien,PO761294,2018-12-01,La République en Marche
PA721372,Pichereau,Damien,PO744854,2017-12-01,En marche !
PA605963,Alauzet,Éric,PO684936,2012-12-01,Europe Écologie Les Verts
PA605963,Alauzet,Éric,PO744854,2017-12-01,En marche !
PA605963,Alauzet,Éric,PO761294,2018-12-01,La République en Marche
PA605963,Alauzet,Éric,PO806430,2022-12-02,Ensemble
PA841251,Feld,Mathilde,PO744856,2024-12-04,La France Insoumise
PA841251,Feld,Mathilde,PO744856,2025-12-03,La France Insoumise
PA841315,Benbrahim,Karim,PO684932,2024-12-04,Parti socialiste
PA841315,Benbrahim,Karim,PO684932,2025-12-03,Parti socialiste
PA722218,Delpirou,Cécile,PO761294,2020-12-01,La République en Marche
PA721170,Vojetta,Stéphane,PO806430,2022-12-02,Ensemble
PA721170,Vojetta,Stéphane,PO833003,2024-12-04,Ensemble ! (majorité présidentielle)
PA721170,Vojetta,Stéphane,PO761294,2021-10-06,La République en Marche
PA794234,Gernigon,François,PO852528,2025-12-03,Horizons
PA794234,Gernigon,François,PO852528,2024-12-04,Horizons
PA794234,Gernigon,François,PO806430,2022-12-02,Ensemble
PA841507,Bonnet,Nicolas,PO852530,2024-12-04,Les Écologistes - EELV
PA841507,Bonnet,Nicolas,PO852530,2025-12-03,Les Écologistes - EELV
PA795508,Chandler,Émilie,PO806430,2022-12-02,Ensemble
PA720988,Manin,Josette,PO685893,2017-12-01,Parti progressiste martiniquais
PA1012,de la Verpillière,Charles,PO710396,2017-12-01,Les Républicains
PA1012,de la Verpillière,Charles,PO710396,2015-12-01,Les Républicains
PA1012,de la Verpillière,Charles,PO684942,2012-12-01,Union pour un Mouvement Populaire
PA795786,Ménaché,Yaël,PO761239,2022-12-02,Rassemblement national
PA795786,Ménaché,Yaël,PO761239,2025-12-03,Rassemblement national
PA795786,Ménaché,Yaël,PO761239,2024-12-04,Rassemblement national
PA721956,O,Delphine,PO761294,2018-12-01,La République en Marche
PA721956,O,Delphine,PO744854,2017-12-01,En marche !
PA794166,Tavel,Matthias,PO744856,2025-12-03,La France Insoumise
PA794166,Tavel,Matthias,PO744856,2024-12-04,La France Insoumise
PA794166,Tavel,Matthias,PO744856,2022-12-02,La France Insoumise
PA793134,Buisson,Jérôme,PO761239,2025-12-03,Rassemblement national
PA793134,Buisson,Jérôme,PO761239,2022-12-02,Rassemblement national
PA793134,Buisson,Jérôme,PO761239,2024-12-04,Rassemblement national
PA718736,Peyrol,Bénédicte,PO761294,2018-12-01,La République en Marche
PA718736,Peyrol,Bénédicte,PO744854,2017-12-01,En marche !
